cnpj;razao_social;municipio;segmento TOTVs;faixa_funcionarios_grupo;faixa_faturamento_grupo;porte;natureza_juridica;Prioridade;Fone Ranking 1;Fone Ranking 2;Fone Ranking 3;Fone Ranking 4
05895486000197;DILOMAR TRANSPORTES LTDA;UNIAO DA VITORIA;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05895767000140;E.L. PEDROSO JUNIOR EMPREENDIMENTOS IMOBILIARIOS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05896060000158;ESCOLA LETRINHAS COLORIDAS LTDA;SAO JOSE DOS PINHAIS;EDUCACIONAL;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05897344000169;VENTURA ASSISTENCIA MUNICIPAL LTDA;CURITIBA;DISTRIBUICAO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05897885000197;MALABARI INFORMATICA LTDA;QUATRO BARRAS;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05898744000199;LABBATI SISTEMAS LTDA;COLOMBO;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05899260000164;IDEAL SERVICOS DE MAO DE OBRA E MONTAGENS DE ANDAIMES LTDA;ARAUCARIA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05900512000128;BRAGAMAIA ADMINISTRADORA DE BENS E PARTICIPACOES LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05901066000176;ASSISTENCIA TECNICA E COMERCIO DE BALANCAS BACACHERI LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05902484000188;JOLIMA ENGENHARIA E CONSULTORIA LTDA;BALSA NOVA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05902881000150;R2HM CURSOS PREPARATORIOS LTDA;CURITIBA;EDUCACIONAL;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05902963000102;MIDIA ELETRONICA SERVICOS PUBLICITARIOS LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05905265000152;AVIARIO TERRA FERTIL PRODUTOS PARA ANIMAIS LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05905901000146;CIGANO TRANSPORTES LTDA;PIEN;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05907157000119;NOVA R.B.A. ADMINISTRACAO E PARTICIPACAO LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05909322000171;JLL COMERCIO DE VEICULOS LTDA.;SAO JOSE DOS PINHAIS;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05910713000106;ROSSMARC FOMENTO MERCANTIL LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05911397000197;ELIELTON RAMOS PADILHA & CIA LTDA;PALMITAL;AGROINDUSTRIA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05914740000157;CALLTERCON SERVICOS EM TELECOMUNICACAO LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05915445000115;ISA COMERCIO VAREJISTA DE BEBIDAS LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05915654000169;ANDERLECHT PARTICIPACOES S.A.;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE ANÔNIMA FECHADA;2;;;;
05916334000123;J V R USINAGEM LTDA;CURITIBA;MANUFATURA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05916396000135;TRANSPORTES MOLENDA LTDA;RIO NEGRO;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05916470000113;EDUARDO SILVA E CIA LTDA;CURITIBA;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05916595000143;MADERPINNUS LTDA;IMBITUVA;MANUFATURA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05920421000154;CASAGRANDE E JACOMINI LTDA;CURITIBA;DISTRIBUICAO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05921164000175;COLUNEX - COMERCIO DE COLCHOES LTDA;RIO NEGRO;VAREJO;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05921991000169;D. SOUZA & N. SOUZA LTDA;PARANAGUA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05922464000179;ALL SOLUTION GESTAO EMPRESARIAL LTDA;CURITIBA;MANUFATURA;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05926249000146;ABARATEIRA DESENTUPIDORA LTDA;CURITIBA;DISTRIBUICAO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05926264000194;RACHID & RACHID LTDA;CURITIBA;DISTRIBUICAO;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05927294000115;ANEM PRODUTOS DE HIGIENE E LIMPEZA LTDA;IRATI;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05929365000119;SOLUSOL INFORMATICA LTDA;MANDIRITUBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05929621000178;PARTICIPA BRASIL S.A.;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE ANÔNIMA FECHADA;2;;;;
05929750000166;ACADEMIA KAMOHA FIGHT TEAM LTDA;PINHAIS;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05930047000178;MAURICIO SUTIL MACHADO & CIA LTDA;PONTA GROSSA;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05930758000142;TRES ESTRELAS ADMINISTRACAO E PARTICIPACOES LTDA.;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05932818000166;BRUSTOLIN ADMINISTRADORA DE BENS LTDA;PONTA GROSSA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05933811000169;PAZZA PIZZARIA LTDA;CURITIBA;SERVICOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05934834000198;CHAVES MARTINS TRANSPORTES LTDA;ARAUCARIA;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05935755000100;BOROS GRAFICA DIGITAL LTDA;CURITIBA;MANUFATURA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05936487000132;M. & M. SOM E ALARMES LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05936542000194;JOSE BATISTELLA E CIA LTDA;COLOMBO;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05936560000176;SAINT MORITZ CONSTRUCAO CIVIL LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05937174000107;ROMOALDO PAULUK & CIA LTDA;PITANGA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05938902000197;SPX DISTRIBUIDORA DE PRODUTOS AUTOMOTIVOS LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05940149000174;HANCELD ADMINISTRADORA DE BENS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05940504000105;GREGIN PARTICIPACOES SOCIETARIAS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05942145000125;W.RACING PROMOCOES DE MARCAS EM EVENTOS AUTOMOBILISTICOS LTDA;PINHAIS;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05943658000150;G.J.P. COMERCIAL DE UTILIDADES DOMESTICAS LTDA;COLOMBO;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05944001000108;DERKOTRADE LTDA;CURITIBA;DISTRIBUICAO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05944643000107;EXATACOM SOLUCOES EM TECNOLOGIA EIRELI;SAO JOSE DOS PINHAIS;SERVICOS;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
05945117000161;TRANSFIGO TRANSPORTES LTDA;ARAUCARIA;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05945216000143;VPC BRASIL TECNOLOGIA AMBIENTAL E URBANISMO LTDA.;SAO JOSE DOS PINHAIS;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05947248000188;JOAQUIM HENRIQUE BEZERRA E CIA LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05947933000104;PAULO S. GREZOSKI & CIA LTDA;PITANGA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05948157000167;ORIVAL DA SILVA MACHADO PRESTADORA DE SERVICOS LTDA;CURITIBA;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05949588000148;K4 - COMERCIO DE ROUPAS E ARTIGOS DE COURO LTDA;CURITIBA;VAREJO;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05950553000129;JBR ENGENHARIA LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05951233000193;HT ENGENHARIA LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05952967000197;RODOMOSER TRANSPORTES LTDA;PINHAIS;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05954936000175;CONSTRUTORA GOMES E RAUEN REFORMAS E PINTURAS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05956128000147;NENAIS MOVEIS DE ACO LTDA;PONTA GROSSA;MANUFATURA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05958565000108;MASTER SUL BUFFET COMERCIO DE REFEICOES LTDA;PONTA GROSSA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05959006000104;LEMANSKI PARTICIPACOES S/A;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE ANÔNIMA FECHADA;2;;;;
05959049000190;V.W.M - SERVICOS ELETRICOS LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05961653000150;OUTLET FASHION LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05961804000170;M.F.B. MARKETING ESPORTIVO LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05961824000141;NG COMERCIO DE COMBUSTIVEIS LTDA;TIBAGI;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05961836000176;TEDESCO COMERCIO DE ACOS LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05962182000103;CABEZA DE TORO - COMERCIO DE GENEROS ALIMENTICIOS LTDA.;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05962255000159;GNE - GESTAO DE NEGOCIOS ESTRATEGICOS LTDA;CURITIBA;MANUFATURA;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05962597000179;EMPREITEIRA DE MAO DE OBRAS JNC LTDA;CAMPO LARGO;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05962734000175;JULIO C V DOS SANTOS E CIA LTDA;MANDIRITUBA;DISTRIBUICAO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05963127000120;TROCAR COMERCIO DE LUBRIFICANTES E ACESSORIOS AUTOMOTIVOS LTDA;PINHAIS;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05964005000158;ADRIANO MARQUES DE OLIVEIRA CONSULTORIA EIRELI;CURITIBA;SERVICOS;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
05964186000112;P. BRUNO INFORMATICA LTDA;CURITIBA;DISTRIBUICAO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05964337000132;DEIVIDCAR COMERCIO DE VEICULOS LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05966645000105;A CAMINHO DA SERRA EMPREENDIMENTOS IMOBILIARIOS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05967390000197;MADEIREIRA VITORIA LTDA;JAGUARIAIVA;MANUFATURA;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05970915000143;ZA7 - COMERCIO DE ROUPAS LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05971572000131;J. C. DE SOUZA COMERCIO DE VEICULOS LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05971862000185;TOP TI - TECNOLOGIA DE INFORMACAO LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05973355000180;MODE TRAM COMERCIO DE ROUPAS E ACESSORIOS LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05973643000135;MAGO ADMINISTRADORA DE BENS LIMITADA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05973683000187;LAIME PARTICIPACOES S/A;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE ANÔNIMA FECHADA;2;;;;
05975041000117;PONTO DA PRATA LTDA;LAPA;VAREJO;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05976834000150;NUNES & GARCIA LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05977359000137;GILMAR MAIESKI BELO & CIA LTDA;PONTA GROSSA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05978237000165;GINO PICCOLO COMERCIAL E INFORMATICA LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05978470000148;PRIMUX CONSULTORIA EMPRESARIAL LTDA;CURITIBA;MANUFATURA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05980567000195;PRESS COMUNICACAO E MARKETING LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05981052000100;D'CLASSI COMERCIO E REPRESENTACOES COMERCIAIS LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05984347000130;CONSTRUTORA GEBERT LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05989234000127;JK SERVICOS DE CONSTRUCAO E VENDA DE IMOVEIS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05990804000107;ADVIR INSTALACOES HIDRAULICAS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05991276000100;AGUIA NEGRA SECURITY LTDA;COLOMBO;SERVICOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05993663000178;NICK TECH - COMERCIO DE ARTIGO DE VESTUARIO E INFORMATICA LTDA;CURITIBA;VAREJO;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05993694000129;DANTAS MATERIAIS PARA CONSTRUCAO LTDA;CAMPINA GRANDE DO SUL;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05993853000195;LINHARES & SILVA COMERCIO DE TECIDOS LTDA;LARANJEIRAS DO SUL;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05996380000180;PAULO MEIRA DE FARIA & CIA LTDA;ALMIRANTE TAMANDARE;MANUFATURA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05997415000103;PERFETTO CAFFE NERO RESTAURANTE,PANIFICADORA E LANCHONETE EIRELI;SAO JOSE DOS PINHAIS;SERVICOS;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
05997716000129;COMPLIANCE CORRETORA DE SEGUROS LTDA;CURITIBA;SERVICOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
05997823000157;PLANATERRA DE CURITIBA ALUGUEL DE MAQUINAS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06001095000144;UBERABA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06001319000118;MIORALI & MIORALI LTDA;PARANAGUA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06002805000150;FERNA - ADMINISTRACAO E PARTICIPACOES LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06003302000108;MANUSCAR - MANUTENCAO DE VEICULOS LTDA;CAMPO LARGO;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06004990000112;ORTO MAO SERVICOS MEDICOS LTDA;CURITIBA;SAUDE;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06008835000174;INSTITUTO DE CARDIOLOGIA ECOVILLE LTDA;CURITIBA;SAUDE;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06009339000135;CENTRAL DE TAXI PONTA GROSSA - EIRELI;PONTA GROSSA;SERVICOS;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
06009345000192;E. L. DE OLIVEIRA & CARGNIN LTDA;PONTA GROSSA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06009806000127;APARAS GLOBAL LTDA;PONTA GROSSA;LOGISTICA;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06010393000109;MEGATRI PARTICIPACOES LTDA.;SAO JOSE DOS PINHAIS;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06014127000146;RAMBLAS COMERCIO, OBJETOS DECORACAO E VESTUARIO LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06014223000194;ASCAR MULTIMARCAS COMERCIO DE VEICULOS LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06014553000180;INSTITUTO SUPREMA DE FORMACAO PROFISSIONAL LTDA;CURITIBA;EDUCACIONAL;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06015458000109;MMW PARTICIPACOES LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06015664000100;GLOBOART COMUNICACAO VISUAL LTDA;ALMIRANTE TAMANDARE;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06015823000177;CENTRO DE ESTETICA CLAUDETE LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06016161000150;CALNEFEX INDUSTRIA E COMERCIO DE CAL E CALFINO LTDA;COLOMBO;MANUFATURA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06016524000157;HORTIVILLE COMERCIO DE HORTIFRUTIGRANJEIROS LTDA;CURITIBA;DISTRIBUICAO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06017190000136;EDITORA VOZ TATUQUARENSE EIRELI;CURITIBA;VAREJO;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
06017547000186;THE POINT - COMERCIO DE ALIMENTOS LTDA;GUARATUBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06017712000108;CMA AMBIENTAL LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06018343000160;O K L ADMINISTRACAO PARTICIPACOES E EMPREENDIMENTOS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06018487000116;TRANSPORTES SAO LUIZ LTDA;CURITIBA;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06018563000193;GAINHOLDER HOLDING LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06020428000182;INDEPENDENCIA ADMINISTRACAO E PARTICIPACOES LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06021416000172;VISUAL COMERCIO DE AUTOMOVEIS E MOTOCICLETAS LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06021916000104;ROBSON JUNIOR ZACLIKEVIC & CIA LTDA;TIJUCAS DO SUL;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06021957000109;SUNSHINE PARTICIPACOES SOCIETARIAS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06024115000100;TARADELL PARTICIPACOES S.A;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE ANÔNIMA FECHADA;2;;;;
06024520000110;MUCHAU MADEIRAS E TRANSPORTES LTDA;IRATI;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06025291000159;PETER BOSCH & CIA. LTDA;CARAMBEI;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06025518000166;RELUZ LAVACAR LAVAGEM E LIMPEZA LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06026203000133;CHURRASCARIA ABSOLUTTA LTDA;PALMEIRA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06028681000182;LM SERVICOS TOPOGRAFICOS E GESTAO EMPRESARIAL LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06029143000102;MOURA & MUNARO PIZZARIA E LANCHONETE LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06030708000171;NOVA BELEM COMERCIO DE TECIDOS LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06030735000144;COMERCIAL RIELLY LTDA;CURITIBA;DISTRIBUICAO;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06031924000131;GARCIA & NAVARRO LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06036273000172;HEBER B. RODRIGUES & ANISIA B. RODRIGUES LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06038074000101;SOUZA & CERCONDE LTDA;PONTA GROSSA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06042548000180;HAMSAY PARTICIPACOES SOCIETARIAS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
06042793000198;HAUER - ADMINISTRADORA DE BENS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
