"chat_id","company_name",cnpj,"Faixa Funcionários Grupo","Fone Ranking 1","Fone Ranking 2","Fone Ranking 3","Fone Ranking 4","Func Grupo Ordem","municipio_ajustado","Penetração Geral Municipio","razao_social",Segmento,"Tipo Cliente","date_sent",status
"(empty)","TOTVS Curitiba",76566686000144,"20 a 49","4.133275236E9","4.132474153E9","4.132474137E9","4.139012055E9",6,"CURITIBA, PR","19%","KUSMA PAPELARIA EIRELI",VAREJO,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",76991983000137,"20 a 49","4.130145239E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","RELOJOARIA PROGRESSO LTDA",VAREJO,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",77687218000190,"20 a 49","4.133436793E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","VICENZA-COMERCIO DE LUBRIFICANTES LTDA",VAREJO,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",78157229000121,"20 a 49","4.132546016E9","4.130446014E9","4.13024907E9","4.13027319E9",6,"CURITIBA, PR","19%","VINHEDOS SCOPEL COMERCIO DE VINHOS E BEBIDAS LTDA",VAREJO,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",78723632000170,"20 a 49","4.834650531E9","4.133697133E9","4.13465163E9","(empty)",6,"CURITIBA, PR","19%","RD - POLI DISTRIBUIDORA DE PECAS LTDA.",VAREJO,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",01636164000172,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"BALSA NOVA, PR","13%","BONESI - INDUSTRIA DE PLASTICOS LTDA",MANUFATURA,Prospect,"(empty)",SENT
"(empty)","TOTVS Curitiba",00994114000102,"20 a 49","4.136565512E9","4.136562547E9","4.136562E9","(empty)",6,"COLOMBO, PR","14%","ALBERTI & FURUYA LTDA","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",03549742000169,"20 a 49","4.136796873E9","4.137791527E9","4.134343129E9","4.136793061E9",6,"CAMPINA GRANDE DO SUL, PR","18%","SOCIEDADE DE ENSINO SUPERIOR DO LESTE DO PARANA LTDA",EDUCACIONAL,Prospect,"(empty)",WAITING
"1.57378043E9","TOTVS Curitiba",00082089000182,"20 a 49","4.133389553E9","4.130134923E9","(empty)","(empty)",6,"CURITIBA, PR","19%","FENGE PROJETOS E CONSTRUCOES EIRELI","CONSTRUCAO E PROJETOS",Prospect,"2021-04-22 00:00:00",SENT
"(empty)","TOTVS Curitiba",00090053000140,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","CONSTRUTORA E INCORPORADORA ROHRBEK, ROHRBEK E LAUBER LTDA","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",00113686000127,"20 a 49","4.132962052E9","4.132964435E9","4.132966427E9","4.132968116E9",6,"CURITIBA, PR","19%","SENSATA CONSTRUTORA DE OBRAS LTDA","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",00470089000150,"20 a 49","4.132790214E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","JR MONTAGEM DE REDES HIDRAULICAS LTDA","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",01100061000193,"20 a 49","4.133393101E9","4.133393904E9","4.133393149E9","4.132233377E9",6,"CURITIBA, PR","19%","ALMEIDA ARAUJO CONSTRUCAO CIVIL - EIRELI","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",01347345000189,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","135 GRAUS INCORPORACAO E EMPREENDIMENTOS IMOBILIARIOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",80376155000166,"20 a 49","4.133727864E9","4.132736511E9","4.135282577E9","4.133729217E9",6,"CURITIBA, PR","19%","CENTRO DE NATACAO NADO LIVRE EIRELI",VAREJO,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",82320888000104,"20 a 49","4.136212971E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","RENCOL SERVICOS DE REVESTIMENTOS E ACABAMENTOS LTDA",VAREJO,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",00127468000141,"20 a 49","4.130242319E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","SOCIEDADE EDUCACIONAL DE CIENCIAS E TECNOLOGIA SC",EDUCACIONAL,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",00276297000112,"20 a 49","4.132649482E9","4.132066716E9","(empty)","(empty)",6,"CURITIBA, PR","19%","TRILHAS CENTRO DE EDUCACAO INFANTIL LTDA",EDUCACIONAL,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",00758378000159,"20 a 49","4.130532535E9","4.136731319E9","4.130161514E9","4.136736468E9",6,"CURITIBA, PR","19%","DOUBLE SIX - EMPREENDIMENTOS IMOBILIARIOS LTDA",SERVICOS,Prospect,"(empty)",PENDING
"(empty)","TOTVS Curitiba",86853553000102,"20 a 49","4.130798126E9","4.1330938E9","4.133078E9","4.132526206E9",6,"CURITIBA, PR","19%","QUALITYWARE INFORMATICA EIRELI",VAREJO,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",01682908000195,"20 a 49","1.5353185E9","4.130957448E9","4.1367743E9","(empty)",6,"CAMPO MAGRO, PR","20%","COBRASP - EMPRESA BRASILEIRA DE SACOS DE PAPEL LTDA.",MANUFATURA,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",01905665000107,"20 a 49","4.134273555E9","(empty)","(empty)","(empty)",6,"PARANAGUA, PR","21%","OMM CONSTRUCOES CIVIS EIRELI","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",00135634000151,"20 a 49","4.132748966E9","4.232522637E9","4.133356357E9","4.532748966E9",6,"PALMEIRA, PR","25%","GENNAN CONSTRUTORAS DE OBRAS LTDA","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",00727947000107,"20 a 49","4.132921117E9","4.133060601E9","4.133060606E9","4.133060609E9",6,"CAMPO LARGO, PR","28%","HOTEL CAMPO LARGO EIRELI",SERVICOS,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",14207212000159,"20 a 49","4.136031037E9","(empty)","(empty)","(empty)",6,"ITAPERUCU, PR","17%","A.T.O CONSTRUCAO CIVIL LTDA","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",01611622000119,"20 a 49","4.136433785E9","4.135527647E9","4.136430539E9","4.13643623E9",6,"ARAUCARIA, PR","38%","BUBAMASTER USINAGEM DE PECAS LTDA",MANUFATURA,Prospect,"(empty)",SENT
"(empty)","TOTVS Curitiba",00711620000139,"20 a 49","4.136433497E9","4.136431901E9","4.136431421E9","4.136431138E9",6,"ARAUCARIA, PR","38%","SADIPE-SERV AUXILIARES DE DISTRIBUICAO DE PETROLEO LTDA",SERVICOS,Prospect,"(empty)",PENDING
"(empty)","TOTVS Curitiba",28393005000140,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"ITAPERUCU, PR","17%","W TRADING SOLUTIONS EIRELI","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"1.785076061E9","TOTVS Curitiba",80234826000154,"1000 ou Mais","4.230864221E9","4.232264091E9","4.232263531E9","4.132824128E9",1,"PONTA GROSSA, PR","14%","ASSOCIACAO MISSIONARIA DE BENEFICENCIA DAS IRMAS SERVAS DO ESPIRITO SANTO",EDUCACIONAL,Prospect,"2021-04-13 00:00:00",SENT
"(empty)","TOTVS Curitiba",18143098000100,"20 a 49","4.136046776E9","4.130704707E9","(empty)","(empty)",6,"FAZENDA RIO GRANDE, PR","18%","MARCONDES SOLUCOES CONSTRUTORA E INCORPORADORA LTDA","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",84841634000167,"20 a 49","4.132924331E9","(empty)","(empty)","(empty)",6,"CAMPO LARGO, PR","28%","CONQUISTA EQUIPAMENTOS PARA MONTANHISMO EIRELI",VAREJO,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",11581612000131,"20 a 49","4.532262971E9","4.133923389E9","4.533261274E9","4.136262233E9",6,"FAZENDA RIO GRANDE, PR","18%","CELUS AMBIENTAL LTDA",SERVICOS,Prospect,"(empty)",PENDING
"(empty)","TOTVS Curitiba",73203606000106,"20 a 49","4.133593258E9","4.72033122E9","1.126396416E9","(empty)",6,"CAMPINA GRANDE DO SUL, PR","18%","CONSTRUTORA E EMPREITEIRA CAMPINA GRANDE LTDA","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"1.785076061E9","TOTVS Curitiba",03776284000109,"1000 ou Mais","4.430254955E9","4.430249991E9","4.130927759E9","4.13022831E9",1,"CURITIBA, PR","19%","SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - SENAI",EDUCACIONAL,Prospect,"2021-04-13 00:00:00",SENT
"1.785076061E9","TOTVS Curitiba",84433275000109,"1000 ou Mais","4.832320927E9","4.935221175E9","4.8304687E9","(empty)",1,"CURITIBA, PR","19%","UNIAO CATARINENSE DE EDUCACAO",EDUCACIONAL,Prospect,"2021-04-13 00:00:00",SENT
"(empty)","TOTVS Curitiba",02416838000196,"20 a 49","4.133199506E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","JPS REVESTIMENTOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"1.785076061E9","TOTVS Curitiba",17832629000109,"1000 ou Mais","2.735352432E9","(empty)","(empty)","(empty)",1,"ARAUCARIA, PR","38%","PRODUSERV SERVICOS - EIRELI",SERVICOS,Prospect,"2021-04-14 00:00:00",SENT
"8.3145885E8","TOTVS Curitiba",11137051000186,"1000 ou Mais","1.144276307E9","7.533226134E9","8.433112081E9","8.433112087E9",1,"CURITIBA, PR","19%","INTERBELLE COMERCIO DE PRODUTOS DE BELEZA LTDA",VAREJO,Prospect,"2021-04-16 00:00:00",SENT
"(empty)","TOTVS Curitiba",02890948000195,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","BURITIS EMPREENDIMENTOS IMOBILIARIOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"1.785076061E9","TOTVS Curitiba",10328740000105,"500 a 999","4.836233698E9","4.333612324E9","4.333445863E9","(empty)",2,"CURITIBA, PR","19%","AVANTT - SELECAO E TREINAMENTO DE MAO DE OBRA - EIRELI",EDUCACIONAL,Prospect,"2021-04-15 00:00:00",SENT
"8.3145885E8","TOTVS Curitiba",11504324000183,"100 a 249","4.133649838E9","4.131532168E9","4.130455009E9","4.130454009E9",4,"CURITIBA, PR","19%","ATACADO E DISTRIBUIDORA DE ALIMENTOS DOIS IRMAOS LTDA",DISTRIBUICAO,Prospect,"2021-04-19 00:00:00",SENT
"1.785076061E9","TOTVS Curitiba",01311443000166,"500 a 999","4.5988113299E10","4.1988294665E10","4.1988084096E10","8.5991366162E10",2,"CURITIBA, PR","19%","EMBRASIL SERVICOS LTDA.",SERVICOS,Prospect,"2021-04-15 00:00:00",SENT
"(empty)","TOTVS Curitiba",03512450000151,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","MOUNT OMINE EMPREENDIMENTOS IMOBILIARIOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"1.785076061E9","TOTVS Curitiba",08641019000129,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","F&A EMPREENDIMENTOS IMOBILIARIOS LTDA.","CONSTRUCAO E PROJETOS",Prospect,"2021-04-19 00:00:00",SENT
"1.785076061E9","TOTVS Curitiba",76669332000125,"20 a 49","4.133493977E9","4.141334916E9","(empty)","(empty)",6,"CURITIBA, PR","19%","F.T. ADMINISTRACAO E PARTICIPACAO DE BENS LTDA",SERVICOS,Prospect,"2021-04-19 00:00:00",SENT
"1.785076061E9","TOTVS Curitiba",03983820000139,"20 a 49","4.833718542E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","FERREIRA & ALARCON INCORPORADORA DE IMOVEIS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-04-23 00:00:00",SENT
"1.785076061E9","TOTVS Curitiba",21879088000133,"20 a 49","4.13093061E9","4.432247359E9","(empty)","(empty)",6,"CURITIBA, PR","19%","F4S ADMINISTRADORA DE BENS LTDA.",SERVICOS,Prospect,"2021-04-19 00:00:00",SENT
"1.785076061E9","TOTVS Curitiba",04370282000170,"1000 ou Mais","4.13583169E9","4.135831684E9","4.135831669E9","4.135831654E9",1,"CURITIBA, PR","19%","COPEL GERACAO E TRANSMISSAO S.A.",SERVICOS,Prospect,"2021-04-12 00:00:00",SENT
"(empty)","TOTVS Curitiba",04212603000108,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","BRISARTEC - COMERCIO E MANUTENCAO DE REFRIGERACAO EIRELI","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"1.785076061E9","TOTVS Curitiba",05445752000180,"1000 ou Mais","4.430170406E9","4.736451465E9","4.932251255E9","6.136316055E9",1,"CURITIBA, PR","19%","EMPLOYER TRABALHO TEMPORARIO S.A.",SERVICOS,Prospect,"2021-04-12 00:00:00",SENT
"1.785076061E9","TOTVS Curitiba",08282615000160,"1000 ou Mais","4.1988601716E10","4.1988364062E10","4.1988484271E10","4.1988238202E10",1,"CURITIBA, PR","19%","INTERSEPT SEGURANCA LTDA",SERVICOS,Prospect,"2021-04-12 00:00:00",SENT
"1.785076061E9","TOTVS Curitiba",09039434000170,"1000 ou Mais","4.199665005E10","4.1998760953E10","4.198784736E10","4.1999244108E10",1,"CURITIBA, PR","19%","EQUIP SEG INTELIGENCIA EM SEGURANCA - EIRELI",SERVICOS,Prospect,"2021-05-05 16:30:21.236987",SENT
"1.785076061E9","TOTVS Curitiba",75092593000162,"1000 ou Mais","4.131541365E9","4.131546942E9","4.130403194E9","4.532224044E9",1,"CURITIBA, PR","19%","ORSEGUPS SEGURANCA E VIGILANCIA LTDA",SERVICOS,Prospect,"2021-04-12 00:00:00",SENT
"1.785076061E9","TOTVS Curitiba",75609123000123,"1000 ou Mais","1.129018946E9","1.155234329E9","5.430257189E9","3.125200882E9",1,"CURITIBA, PR","19%","OURO VERDE LOCACAO E SERVICO S.A.",SERVICOS,Prospect,"2021-04-12 00:00:00",SENT
"1.785076061E9","TOTVS Curitiba",76549856000182,"1000 ou Mais","4.130918555E9","4.130918575E9","4.130918576E9","4.130918578E9",1,"CURITIBA, PR","19%","AUTO VIACAO REDENTOR LTDA",SERVICOS,Prospect,"2021-05-05 16:30:27.551030",SENT
"1.785076061E9","TOTVS Curitiba",76764448000143,"1000 ou Mais","4.130684751E9","4.530457308E9","(empty)","(empty)",1,"CURITIBA, PR","19%","EMPRESA AUXILIAR DE SEGURANCA LTDA",SERVICOS,Prospect,"2021-04-12 00:00:00",SENT
"1.785076061E9","TOTVS Curitiba",05998023000150,"500 a 999","4.530168532E9","4.530161565E9","(empty)","(empty)",2,"CURITIBA, PR","19%","ORDESC - ORGANIZACAO PARA O DESENVOLVIMENTO SOCIAL E CIDADANIA",SERVICOS,Prospect,"2021-05-06 16:30:14.523966",SENT
"(empty)","TOTVS Curitiba",00249906000144,"20 a 49","4.132564372E9","4.130551636E9","4.132571633E9","(empty)",6,"COLOMBO, PR","14%","LEMES E OLIVEIRA LTDA",DISTRIBUICAO,Prospect,"(empty)",WAITING
"1.785076061E9","TOTVS Curitiba",16838034000190,"500 a 999","4.132181573E9","(empty)","(empty)","(empty)",2,"CURITIBA, PR","19%","SENFF CONTACT LTDA",SERVICOS,Prospect,"2021-05-07 11:30:11.025737",SENT
"(empty)","TOTVS Curitiba",06216633000118,"20 a 49","4.132641268E9","4.133124045E9","(empty)","(empty)",6,"CURITIBA, PR","19%","ANE CLASS - PARTICIPACAO E ADMINISTRACAO DE BENS LTDA","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",06323675000158,"20 a 49","1.135823807E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","LMPR ENGENHARIA LTDA","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"1.785076061E9","TOTVS Curitiba",76494806000145,"500 a 999","4.130163341E9","4.133407851E9","4.13340778E9","4.133407736E9",2,"CURITIBA, PR","19%","SOCIEDADE RADIO EMISSORA PARANAENSE SA",SERVICOS,Prospect,"2021-05-07 16:30:14.526929",SENT
"(empty)","TOTVS Curitiba",06871574000111,"20 a 49","4.132508519E9","4.1320865E9","(empty)","(empty)",6,"CURITIBA, PR","19%","ASSET EMPREENDIMENTOS IMOBILIARIOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"1.785076061E9","TOTVS Curitiba",06984368000118,"500 a 999","4.132221409E9","4.13223824E9","4.13232845E9","4.13233186E9",2,"PINHAIS, PR","40%","SEGULA DO BRASIL ENGENHARIA E TECNOLOGIA LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-05-10 11:30:36.900389",SENT
"(empty)","TOTVS Curitiba",00082772000110,"20 a 49","4.130248796E9","4.130133321E9","(empty)","(empty)",6,"CURITIBA, PR","19%","STAR NEWS COMERCIO DE VEICULOS LTDA",VAREJO,Prospect,"(empty)",WAITING
"1.785076061E9","TOTVS Curitiba",79539383000120,"250 a 499","4.63263775E9","4.632621151E9","(empty)","(empty)",3,"PALMAS, PR","5%","HOSPITAL SANTA PELIZZARI LTDA",SERVICOS,Prospect,"2021-05-11 11:30:11.212838",SENT
"(empty)","TOTVS Curitiba",07382337000150,"20 a 49","4.130761099E9","4.130131081E9","4.13076587E9","4.132265291E9",6,"CURITIBA, PR","19%","KUMER ENGENHARIA E CONSTRUCOES - EIRELI","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",00926272000117,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","HERMES DOS SANTOS KOCIOLEK",VAREJO,Prospect,"(empty)",WAITING
"1.785076061E9","TOTVS Curitiba",79592481000121,"250 a 499","4.232236088E9","4.335234342E9","4.232252346E9","4.232231865E9",3,"PONTA GROSSA, PR","14%","MARTINS ENGENHARIA CIVIL LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-05-11 16:30:26.315781",SENT
"(empty)","TOTVS Curitiba",01042740000153,"20 a 49","4.530155393E9","4.133290573E9","4.132290936E9","(empty)",6,"CURITIBA, PR","19%","ALESSANDRO VIANA DE FREITAS",VAREJO,Prospect,"(empty)",WAITING
"1.785076061E9","TOTVS Curitiba",79731683000107,"250 a 499","1.139350839E9","4.133444487E9","4.133084166E9","4.136063936E9",3,"COLOMBO, PR","14%","HUMBERTO A.CARCERERI & CIA LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-05-12 11:30:14.817730",SENT
"1.785076061E9","TOTVS Curitiba",29980869000121,"250 a 499","6.436213284E9","6.436131418E9","1.639413315E9","6.132246363E9",3,"COLOMBO, PR","14%","STAFF RECURSOS HUMANOS LTDA",SERVICOS,Prospect,"2021-05-12 16:30:21.545384",SENT
"(empty)","TOTVS Curitiba",03372611000159,"20 a 49","4.136685386E9","4.141326851E9","(empty)","(empty)",6,"PIRAQUARA, PR","32%","FIESTA COMERCIO DE PRODUTOS ALIMENTICIOS EIRELI",DISTRIBUICAO,Prospect,"(empty)",WAITING
"1.785076061E9","TOTVS Curitiba",03265505000176,"250 a 499","4.130247676E9","4.632231212E9","4.635248984E9","4.635243179E9",3,"CURITIBA, PR","19%","SANEWAL ENGENHARIA, CONSULTORIA E SANEAMENTO LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-05-13 11:30:14.561870",SENT
"1.785076061E9","TOTVS Curitiba",05459880000182,"250 a 499","4.130164175E9","4.330244139E9","4.330390552E9","3.232411504E9",3,"CURITIBA, PR","19%","IRTHA ENGENHARIA S/A EM RECUPERACAO JUDICIAL","CONSTRUCAO E PROJETOS",Prospect,"2021-05-13 16:30:11.613351",SENT
"1.785076061E9","TOTVS Curitiba",07781237000104,"250 a 499","4.133087758E9","(empty)","(empty)","(empty)",3,"CURITIBA, PR","19%","REAL ENGENHARIA LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-05-13 16:30:17.381527",SENT
"1.785076061E9","TOTVS Curitiba",12807563000175,"250 a 499","(empty)","(empty)","(empty)","(empty)",3,"CURITIBA, PR","19%","KZAX EMPREENDIMENTOS IMOBILIARIOS LTDA.","CONSTRUCAO E PROJETOS",Prospect,"2021-05-14 11:30:14.539329",SENT
"1.058085328E9","TOTVS Curitiba",03368638000178,"500 a 999","4.136437384E9","4.12141107E9","4.121411143E9","4.121411087E9",2,"ARAUCARIA, PR","38%","AAM DO BRASIL LTDA.",MANUFATURA,Prospect,"2021-04-16 00:00:00",SENT
"1.785076061E9","TOTVS Curitiba",77620631000138,"250 a 499","1.334224515E9","1.334226009E9","4.1307401E9","4.130740108E9",3,"CURITIBA, PR","19%","TRIX ENGENHARIA CIVIL LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-05-14 16:30:15.432166",SENT
"1.785076061E9","TOTVS Curitiba",80359771000109,"250 a 499","4.130237195E9","4.130241714E9","4.130583318E9","5.130994198E9",3,"CURITIBA, PR","19%","SIAL CONSTRUCOES CIVIS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-05-14 16:30:18.238230",SENT
"(empty)","TOTVS Curitiba",08840344000110,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","H R G ENGENHARIA EIRELI","CONSTRUCAO E PROJETOS",Prospect,"(empty)",WAITING
"1.058085328E9","TOTVS Curitiba",00291755000192,"250 a 499","4.733871758E9","4.133491877E9","4.133657727E9","4.133691029E9",3,"CURITIBA, PR","19%","H.M.S. TRANSPORTES E LOCACAO DE CACAMBAS LTDA",LOGISTICA,Prospect,"2021-04-26 00:00:00",SENT
"1.785076061E9","TOTVS Curitiba",75047399000165,"250 a 499","4.135931212E9","4.135931235E9","4.135931247E9","4.135931256E9",3,"CURITIBA, PR","19%","INSTITUTO EUVALDO LODI NUCLEO REGIONAL DO PARANA",EDUCACIONAL,Prospect,"2021-05-17 16:30:29.116904",SENT
"1.058085328E9","TOTVS Curitiba",00088673000145,"100 a 249","(empty)","(empty)","(empty)","(empty)",4,"CANTAGALO, PR","0%","COOPERATIVA DE TRAB RUR E REF AGR DO C OESTE DO PR LTDA",AGROINDUSTRIA,Prospect,"2021-05-10 11:00:14.126175",SENT
"1.785076061E9","TOTVS Curitiba",03930084000150,"250 a 499","4.130859043E9","4.132331422E9","4.121046311E9","4.12104632E9",3,"CURITIBA, PR","19%","GD9 ASSESSORIA EM RECURSOS HUMANOS LTDA",SERVICOS,Prospect,"2021-05-18 11:30:28.856318",SENT
"1.058085328E9","TOTVS Curitiba",00060274000176,"100 a 249","4.234361264E9","4.234361693E9","(empty)","(empty)",4,"IMBITUVA, PR","7%","COMPENSADOS RELVAPLAC LTDA",MANUFATURA,Prospect,"2021-04-26 00:00:00",SENT
"1.785076061E9","TOTVS Curitiba",05338024000179,"250 a 499","4.1997392444E10","4.1996550693E10","4.1996550297E10","4.1996550686E10",3,"CURITIBA, PR","19%","GENESY - VIGILANCIA E SEGURANCA PATRIMONIAL - EIRELI",SERVICOS,Prospect,"2021-05-18 16:30:21.815679",SENT
"1.058085328E9","TOTVS Curitiba",03895493000163,"100 a 249","4.136031368E9","4.136031186E9","(empty)","(empty)",4,"ITAPERUCU, PR","17%","FLORESPAR FLORESTAL S/A",AGROINDUSTRIA,Prospect,"2021-05-17 11:00:06.225617",SENT
"1.058085328E9","TOTVS Curitiba",00109495000191,"100 a 249","4.533474303E9","2.140428284E9","(empty)","(empty)",4,"CURITIBA, PR","19%","GRUPO WINGINESKI LTDA",LOGISTICA,Prospect,"2021-05-17 11:00:09.078506",SENT
"1.785076061E9","TOTVS Curitiba",06977673000182,"250 a 499","4.131461447E9","4.130424097E9","4.130405872E9","4.133285936E9",3,"CURITIBA, PR","19%","UNIVERSIDADE LIVRE PARA A EFICIENCIA HUMANA",SERVICOS,Prospect,"2021-05-18 16:30:28.310224",SENT
"1.785076061E9","TOTVS Curitiba",07271878000100,"250 a 499","4.130881988E9","4.131072148E9","6.132231021E9","4.132667392E9",3,"CURITIBA, PR","19%","UP IDEIAS SERVICOS ESPECIALIZADOS E COMUNICACAO EIRELI",SERVICOS,Prospect,"2021-05-19 11:30:12.363850",SENT
"1.785076061E9","TOTVS Curitiba",09091724000162,"250 a 499","4.134344464E9","4.133788091E9","(empty)","(empty)",3,"CURITIBA, PR","19%","SE TERCEIRIZACAO DE MAO DE OBRA LTDA",SERVICOS,Prospect,"2021-05-19 16:30:21.405922",SENT
"1.058085328E9","TOTVS Curitiba",00100444000107,"50 a 99","4.736452328E9","4.736452924E9","4.736450458E9","4.736421119E9",5,"RIO NEGRO, PR","0%","MOVEIS SEMMER LTDA",MANUFATURA,Prospect,"2021-06-07 11:00:16.286994",SENT
"(empty)","TOTVS Curitiba",00558136000111,"50 a 99","4.3327175E9","(empty)","(empty)","(empty)",5,"CURIUVA, PR","0%","NEIDE GARCIA DOS SANTOS",MANUFATURA,Prospect,"(empty)",WAITING
"1.058085328E9","TOTVS Curitiba",08420245000180,"50 a 99","4.232721656E9","(empty)","(empty)","(empty)",5,"TELEMACO BORBA, PR","3%","LARSIL SERVICOS FLORESTAIS LTDA",AGROINDUSTRIA,Prospect,"2021-06-14 11:35:00.327842",SENT
"1.785076061E9","TOTVS Curitiba",10874025000178,"250 a 499","4.133598872E9","(empty)","(empty)","(empty)",3,"CURITIBA, PR","19%","SIMOES DANTAS RH TERCEIRIZACOES EIRELI",SERVICOS,Prospect,"2021-05-20 11:30:29.235934",SENT
"1.058085328E9","TOTVS Curitiba",05734807000171,"50 a 99","4.130130089E9","4.13077489E9","4.130159314E9","4.130885662E9",5,"CURITIBA, PR","19%","ATLANTICA SEMENTES S.A.",AGROINDUSTRIA,Prospect,"2021-06-21 11:00:50.619496",SENT
"1.785076061E9","TOTVS Curitiba",18090123000126,"250 a 499","(empty)","(empty)","(empty)","(empty)",3,"CURITIBA, PR","19%","TUDO CULTURA LTDA",SERVICOS,Prospect,"2021-05-20 16:30:21.600554",SENT
"1.785076061E9","TOTVS Curitiba",21370334000127,"250 a 499","(empty)","(empty)","(empty)","(empty)",3,"CURITIBA, PR","19%","OPORTUNITY RECURSOS HUMANOS - EIRELI",SERVICOS,Prospect,"2021-05-20 16:30:24.670142",SENT
"1.785076061E9","TOTVS Curitiba",09587404000106,"20 a 49","4.132546617E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","FOCO - INCORPORACOES LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-04-26 00:00:00",SENT
"(empty)","TOTVS Curitiba",00634009000154,"50 a 99","4.130246478E9","4.130958608E9","(empty)","(empty)",5,"CURITIBA, PR","19%","ZANCHETT PARTICIPACOES S/A",SERVICOS,Prospect,"(empty)",PENDING
"(empty)","TOTVS Curitiba",00212426000109,"50 a 99","4.230272507E9","4.13641302E9","4.53224873E9","(empty)",5,"ARAUCARIA, PR","38%","RISA CLASS ADMINISTRACAO DE RESTAURANTES LTDA",SERVICOS,Prospect,"(empty)",PENDING
